short_url,title,abstract,
https://bit.ly/3sD8Hp2,Brasil. Mais de 11 mil pessoas retiradas das casas devido a inundações,"As fortes chuvas que assolaram a região desde o início de novembro já provocaram a morte de 17 pessoas, incluindo uma última vítima na passada quinta-feira, refere o relatório da Proteção Civil da Bahia. No total, cerca de 66 municípios encontram-se em situação de emergência devido ao mau tempo, adianta a mesma fonte. O número de desalojados atingiu os 11.260 e o número de pessoas diretamente apoiadas pelas autoridades ascendeu a 4.185, de acordo com os dados divulgados na sexta-feira à noite pela Proteção Civil.",,
https://bit.ly/3z8VdTg,"Campo Grande já tem 41 casos de cepa H3N2 da gripe, confirma Sesau","Entre 1º de dezembro e ontem, Campo Grande registrou 41 casos da cepa H3N2 da Influenza A. Ainda pela manhã, o registro era de apenas 10 casos confirmados, segundo o secretário de saúde municipal, José Mauro Castro informou em agenda. Na média, está sendo registrado 1,5 caso por dia. Conforme a Sesau, apesar do aumento, não se pode considerar que há surto da infecção na Capital e reforça que as medidas de prevenção são as mesmas usadas no combate à covid-19: uso de máscaras, álcool 70% para higienização e distanciamento social. Apesar das confirmações, a secretaria informou que ainda não é possível saber se as cepas de H3N2 identificadas são da variante Darwin, que está causando surto no Rio de Janeiro.",,
https://bit.ly/3qyFvNh,"Com duas mortes por Covid em 24h, dezembro pode ser o mês menos letal do ano em MS","Mato Grosso do Sul registrou duas mortes e 46 casos de covid-19 nesta segunda-feira (27). O Estado ainda conta com 37 pacientes internados devido à doença, dos quais 20 em leitos clínicos e 17 em UTIs (Unidade de Tratamento Intensivo). Os dados foram divulgados pela SES (Secretaria Estadual de Saúde) em seu boletim epidemiológico. As duas mortes são mulheres de 42 anos residentes em Corumbá, uma tinha diabetes e hipertensão e a outra obesidade. Dos novos casos confirmados, Campo Grande lidera com 36 ocorrências, seguido por Corumbá (9) e Ponta Porã (2). Já em relação aos pacientes internados, são 37 neste momento, com 17 em leitos de UTI. Ainda consta 519 pessoas em isolamento domiciliar.",,
https://bit.ly/3JpFALQ,Inmet alerta para clima de deserto no sul e tempestade no leste,"Até às 18h desta terça-feira (28), há risco de baixa umidade extrema em Mato Grosso do Sul, de acordo com dois avisos meteorológicos emitidos pelo Inmet (Instituto Nacional de Meteorologia). Também foi divulgado alerta de tempestade para a região leste do Estado. De acordo com meteorologistas, pelo menos 26 cidades do sul de MS pode ter variação de umidade relativa do ar variando de 30% a 12%. Há risco de incêndios florestais e à saúde, como ressecamento da pele, desconforto nos olhos, boca e nariz.",,
https://bit.ly/3mBuqd9,Mato Grosso do Sul registra segunda morte causada pela H3N2,"Foi confirmada, na tarde desta terça-feira (28), a segunda morte causada pela H3N2 em Mato Grosso do Sul. A vítima é uma idosa de 76 anos, moradora de Corumbá, que estava internada há oito dias. De acordo com o assessor militar da SES (Secretaria Estadual de Saúde), Marcello Fraiha, a vítima teve os primeiros sintomas em 17 de dezembro e deu entrada no pronto socorro no dia 20 deste mês, falecendo na manhã desta terça. Essa é a segunda morte causada pela doença em Mato Grosso do Sul, a primeira trata-se de um jovem, de 21 anos, que deu entrada no CRS Nova Bahia no dia 20 de dezembro e veio a óbito no dia 21 de dezembro.",,
https://bit.ly/3sDI03v,Influenza A: Ministério da Saúde confirma seis casos de H3N2 no DF,"O Ministério da Saúde confirmou seis casos do vírus H3N2, subtipo da Influenza A, chamada de cepa Darwin (cidade australiana onde foi inicialmente identificada), no Distrito Federal. Segundo dados incluídos até segunda-feira (27/12) por estados e municípios no Sistema de Informação de Vigilância da Gripe (Sivep-Gripe), foram registrados 456 casos de gripe pelo vírus H3N2 no Brasil.",,
https://bit.ly/3sDW25f,"Em 24h, casos confirmados de H3N2 saltam de 10 para 41 em Campo Grande","Campo Grande confirmou 41 casos da cepa H3N2. A informação foi divulgada pela Sesau (Secretaria Municipal de Saúde), na manhã desta terça-feira (28). Até nesta segunda-feira (27), a cidade registrava 10 casos. Ontem, durante uma agenda, o Secretário de Saúde da Capital, José Mauro, destacou que não existe motivo para ‘pânico’ e que a atualização da vacina já deve acontecer logo nos primeiros meses de 2022.O secretário ainda adiantou que logo dos primeiros meses do próximo ano, Campo Grande vai receber vacinas contra a gripe já atualizadas com anticorpos para combater a H3N2.",,
https://glo.bo/3FHi8HM,"Sergipe registra primeira morte por Influenza A H3N2, diz Secretaria de Estado da Saúde","Uma mulher de 36 anos, moradora de Aracaju, morreu por complicações provocadas pela Influenza A H3N2. A informação foi divulgada pela Secretaria de Saúde de Sergipe (SES), no início da tarde desta terça-feira (28), mas a morte aconteceu no último dia 20. De acordo com a SES, a mulher era portadora de bronquite asmática. A morte dela está registrada no Alerta Epidemiológico divulgado pela secretaria, que detalha qual a situação do estado com relação a disseminação da Influenza.",,
https://bit.ly/3z87VS4,Surto de gripe espalha conjuntivite,"Osurto de gripe causado pela varianteH3N2 do vírus influenza que está lotando os hospitais, chega ao Brasil com uma verdadeira epidemia de conjuntivite. Segundo o oftalmologista Leôncio Queiroz Neto do Instituto Penido Burnier de Campinas embora a maioria das pesquisas clínicas se concentrem nas alterações respiratórias, há evidências de que o quinto sintoma mais frequente da gripe causada pelo influenza é a conjuntivite. Não é para menos. “Os olhos e o nariz estão conectados pelo ducto lacrimal que transporta o vírus para a superfície ocular”, afirma. A doença inflama a conjuntiva, membrana que recobre a face interna das pálpebras e a esclera, parte branca do olho.",,
https://bit.ly/3z6q7eW,Estado de Rondônia confirma quatro mortes pela gripe que também já assola o Acre,"Vizinho ao Acre, o Estado de Rondônia confirmou hoje (27) quatro mortes por gripe. A confirmação foi feita pelo Secretário Estadual de Saúde, Fernando Máximo, durante entrevista a uma emissora local. As mortes aconteceram neste mês, dezembro. Entre as vítimas uma criança de quatro anos, uma mulher de 66 anos e dois homens um de 60 e outro de 88 anos. Ao menos sete pessoas estão internadas na Unidade de Tratamento Intensivo (UTI), sendo duas crianças. Somente neste mês, 800 casos foram notificados como positivos para influenza em Rondônia. Até o momento, o governo e nem a prefeitura decretou situação de emergência, mas fala em surto da doença.",,
https://glo.bo/3ewBO4T,"Piracicaba confirma primeiro caso de H3N2; nº de atendimentos em UPAs sobe 80% em 4 dias, diz Saúde","A Secretaria de Saúde de Piracicaba (SP) informou nesta terça-feira (28) que confirmou o primeiro caso da cepa H3N2 da Influenza A. Além disso, nos últimos quatro dias, o número de atendimentos nas Unidades de Pronto Atendimento (UPAs) da cidade subiram 80% de pessoas com sintomas gripais. Segundo dados da Vigilância Epidemiológica Municipal, entre os meses de outubro e dezembro (até a manhã desta terça), foram notificados 22 casos de suspeita de Influenza no município, sendo dois casos em outubro, dois em novembro e 18 em dezembro.",,
https://bit.ly/32rfsj7,Bahia registra 425 novos casos de Covid-19 e mais 8 óbitos pela doença,"Na Bahia, nas últimas 24 horas, foram registrados 425 casos de Covid-19 (taxa de crescimento de +0,03%) e 400 recuperados (+0,03%). O boletim epidemiológico desta terça-feira (28) também registra 8 óbitos. Dos 1.269.617 casos confirmados desde o início da pandemia, 1.240.446 já são considerados recuperados, 1.692 encontram-se ativos e 27.479 tiveram óbito confirmado. Os dados ainda podem sofrer alterações devido à instabilidade do sistema do Ministério da Saúde. A base ministerial tem, eventualmente, disponibilizado informações inconsistentes ou incompletas.",,
https://bit.ly/3ExIuKF,Adolescente é atacado por pirambebas no Rio São Francisco,"Um adolescente de 16 anos, que teve a identidade preservada, foi atacado, no fim de semana, por ‘pirambebas’ no Rio São Francisco, na cidade de Pão de Açúcar, sertão alagoano. Testemunhas contaram que o adolescente se banhava no rio quando foi atacado pelas pirambebas, conhecida também como piranha branca e é famosa por suas mordidas ao homem e em outros animais. Ele teve um dos dedos do pé dilacerado.",,
https://bit.ly/3eBvIAt,"Em uma semana, a taxa de incidência da dengue em Goiás cresce 10%","A taxa de incidência de casos de dengue por 100 mil habitantes em Goiás cresceu 10,1% no intervalo de uma semana. Os dados foram divulgados na segunda-feira (27/12) pelo Ministério da Saúde (MS). A taxa saltou de 667,7 casos por 100 mil habitantes no penúltimo boletim para 742,6 casos no atual. Dentre os registros de dengue notificados na região Centro-Oeste (99.644), mais da metade são de Goiás (53.514). Em relação ao cenário nacional, Goiás é o segundo Estado com mais casos da doença transmitida pelo mosquito Aedes aegypti, atrás apenas de São Paulo, cenário que se mantém estabilizado há algumas semanas.",,
https://bit.ly/3z6rl9O,Bahia registra 673 casos de H3N2 e oito mortes pela doença,"A Secretaria de Saúde da Bahia (Sesab) informou nesta terça-feira (28), que foram identificados no sistema de informação do Laboratório Central de Saúde Pública (LACEN/BA), 673 casos de Síndrome Gripal (SG) por Influenza A H3N2, sendo 493 de residentes em Salvador. De acordo com a Sesab, dos 673 casos de SG, 114 evoluíram para Síndrome Respiratória Aguda Grave (SRAG) e necessitaram internação. Destes, 08 evoluíram a óbito por SRAG, sendo 07 residentes em Salvador e 01 residente em Laje.",,
https://bit.ly/3z6I78O,"Secretário de Rondonópolis diz que houve ‘aumento exponencial’ de casos de gripe, mas situação está sob controle","O Secretário de Saúde do município de Rondonópolis (219km de Cuiabá), Vinícius Amoroso, confirmou que houve um aumento exponencial dos casos de gripe na cidade nos últimos dias, mas tranquilizou a população afirmando que a situação está sob controle. Nesta segunda-feira (27), a equipe da Secretaria se reuniu para definir as estratégias de enfrentamento à onda de gripe.",,
https://bit.ly/3EHJQm6,"Com ventos fortes e queda de árvores, Campo Grande registra chuva de 43,5 mm em menos de 2 horas","Em pouco mais de uma hora choveu, em média, 43,5 milímetros de em Campo Grande, segundo meteorologista Natálio Abraão Filho. O levantamento foi feito das 14h40 às 16h00. Os ventos chegaram a 53 km/h. A gegião da Embrapa registrou 33,0 mm. No Carandá bosque o volume foi de 29,6mm, na Vila Sanra Luzia de 41,2 mm, no Jardim Panamá 35,1 mm, na região do UPA aparecida Gonçalves 45,3 mm. Ainda segundo o mesmo levantamenot foram 1.279 raios regitrados.",,
https://bit.ly/3HniSlx,"Porto Alegre lança alerta de epidemia para dengue, zika vírus e chikungunya no final do ano","Hoje, quarta-feira, o município de Porto Alegre divulgou um alerta epidemiológico devido ao alto índice de infecção de fêmeas adultas por Aedes aegypti na capital. De acordo com o Conselho de Vigilância em Saúde (DVS), profissionais de saúde têm sido informados da suspeita de vírus transmitidos por artrópodes - dengue, Zika, chikungunya - no atendimento de pacientes com sintomas compatíveis com as doenças.",,
https://bit.ly/3qAz789,Caxias do Sul classifica como 'alarmante' número de focos de dengue,"A Vigilância Ambiental em Saúde de Caxias do Sul emitiu um documento em que informa que o município chegou a 200 focos do mosquito causador da dengue em 2021. O número é considerado ""alarmante"" e a cidade, está em estado de alerta para combater o Aedes aegypti. O principal objetivo é impedir que o mosquito se reproduza, o que ocorre em água parada, por isso é preciso redobrar os cuidados com pneus, reservatórios de água não tampados, potes de plantas e outros recipientes. ""Neste período de férias é sempre bom separar um tempo para olhar o pátio de casa, baldes, garrafas de vidro, bebedouro de cachorro, gato, pássaros.",,
https://bit.ly/3qES2yx,Mulher de 55 anos é 3ª morte por influenza H3N2 confirmada em MS,"A terceira morte por influenza H3N2 foi confirmada em Mato Grosso do Sul nesta quinta-feira (30). Trata-se de uma mulher, de 55 anos, que morava em Dourados, a 251 quilômetros de Campo Grande. A SES (Secretaria Estadual de Saúde) confirmou o óbito e informou que os sintomas começaram a aparecer há sete dias e a vítima deu entrada em uma UPA (Unidade de Pronto Atendimento) na segunda-feira (27). No dia seguinte, ela não resistiu. A constatação veio após análise no Lacen (Laboratório Central de Saúde Pública) do Estado.",,
https://bit.ly/3HqlIGx,Prefeitura inicia reforço na assistência a casos de síndrome gripal na Capital,"Dando continuidade ao plano de contingência no combate à epidemia de Influenza no município de Campo Grande, a Sesau (Secretaria Municipal de Saúde) iniciou nesta quinta-feira (30), a instalação de tendas sanitárias, que serão empregadas na triagem de pacientes sintomáticos em unidades de urgência e emergência da Capital. Ao todo, serão montadas de forma gradativa, 10 estruturas que funcionarão 24h.",,
https://bit.ly/3sN1Id9,Influenza mata 10 em Sergipe,"A Secretaria de Estado da Saúde (SES) confirmou nesta quinta-feira, 30, 10 óbitos causados pela Influenza no Estado. Diante do aumento da circulação do vírus em Sergipe, a SES orienta a população que apresenta a síndrome gripal leve a procurar atendimento nas Unidades Básicas de Saúde, permitindo que os casos de síndrome respiratória aguda grave, sejam tratados nas unidades hospitalares. Conforme a secretária de Estado da Saúde, Mércia Feitosa, os óbitos confirmados nesta quinta são de idosos com comorbidade",,
https://bit.ly/3EHShhv,Idoso de 75 anos morre de gripe em Porto Velho; vitimas fatais já são oito só em dezembro,"Nesta quarta-feira (29), Porto Velho registrou mais uma morte por complicações da gripe Influenza, segundo informou a Secretaria Estadual de Saúde (Sesau). A vítima fatal foi um homem, de 75 anos, que não resistiu à gravidade da doença e acabou falecendo. Com mais essa morte, a capital registra oito mortes por complicações da gripe. A primeira vítima fatal foi confirmada no dia 19 deste mês. Era uma idosa, de 66 anos. A maioria das pessoas que não resistiram à doença tinham morbidades como hipertensão, diabetes e cardiopatia.",,
https://bit.ly/3pJda7Q,Porto Alegre confirma primeira morte no ano por influenza H3N2,"O primeiro óbito de morador de Porto Alegre com diagnóstico de Síndrome Respiratória Aguda Grave (SRAG) e influenza A H3N2 foi informado nesta quinta-feira (30) pela Vigilância em Saúde do município. Segundo o órgão, o paciente morreu no dia 20, mas a confirmação laboratorial ocorreu no início da noite da última quarta-feira (29).",,
https://glo.bo/3JvbhmO,Chuvas em Minas Gerais: seis pessoas morreram e 92 cidades já decretaram situação de emergência,"A Coordenadoria Municipal de Defesa Civil (Comdec) emitiu, esta manhã, um novo alerta de chuva para Belo Horizonte, válido até 8h do dia 31 de dezembro, e risco geológico na cidade até 3 de janeiro. O número de cidades em situação de emergência em Minas Gerais já chegou a 92, segundo a Defesa Civil, em número que se refere ao período entre outubro e dezembro deste ano. Seis pessoas morreram neste ínterim e 2.041 ficaram desabrigadas. Outras 10.200 ficaram desalojadas. Das 92 cidades, 56 tiveram o estado de emergência decretado pelo governo estadual.",,
https://bit.ly/31h1yzk,Covid-19: número de grávidas infetadas e sem vacina está a aumentar nas maternidades,"O número de mulheres grávidas infetas com a Covid-19, sem vacinação, está a aumentar alertou o diretor do Serviço de Ginecologia do Centro Hospitalar Universitário de Lisboa Norte (CHULN), sublinhando o impacto que isto tem nos serviços, para além de ter deixado um apelo à vacinação. Em declarações à agência Lusa, Alexandre Valentim Lourenço adiantou que atualmente todas as “principais maternidades de Lisboa têm tido mais grávidas Covid” e que o número supera o registado em maio, junho ou mesmo no ano passado.",,
https://bit.ly/3HzcXdv,"Enchentes podem gerar aumento de casos de leptospirose e dengue, alerta epidemiologista","Em entrevista à CNN, o epidemiologista Paulo Lotufo fez um alerta para as consequências sanitárias das enchentes na Bahia. Segundo ele, poderá surgir um aumento de casos de leptospirose e há também a possibilidade de volta de casos de dengue e outras doenças transmistidas pelo mosquito Aedes aegypti. Com relação à leptospirose, o epidemiologista ressaltou a taxa de letalidade relativamente alta da doença.",,
https://glo.bo/3EQ5Dbo,Sesapi confirma primeira morte por gripe H3N2 no Piauí; paciente tinha 72 anos e estava internada em Teresina,"Foi confirmada a primeira morte por Influenza (H3N2) no Piauí, nesta sexta-feira (31). De acordo com a Secretaria de Estado da Saúde do Piauí (Sesapi), a paciente tinha 72 anos, morava em Barras, no Norte do estado, mas estava internada no Hospital da Polícia Militar, em Teresina. Segundo a Sesapi, a idosa morreu no dia 25 de dezembro. A investigação epidemiológica confirmou laboratorialmente que a morte se deu em decorrência do vírus H3N2.",,
https://bit.ly/32SKPmz,Porto Alegre tem primeira morte de 2021 por Influenza H3N2 confirmada,"O primeiro óbito de morador de Porto Alegre com diagnóstico de Síndrome Respiratória Aguda Grave (SRAG) e influenza A H3N2 foi informado nesta quinta-feira (30) pela Vigilância em Saúde do município. Segundo o órgão, o paciente morreu no dia 20, mas a confirmação laboratorial ocorreu no início da noite da última quarta-feira (29). A vítima trata-se de um homem, 53 anos, com doença crônica, tabagista, que morreu por choque hipovolêmico e SRAG. Ele faleceu durante atendimento no setor de emergência do Hospital Conceição.",,
https://bit.ly/3mOhkJJ,Recife confirma seis mortes por gripe,"Recife chega a seis mortes provocadas pelo vírus da gripe H3N2, a nova cepa do Influenza que vem provocando uma epidemia fora de época no País. O número de infecções já soma mais de 1.200 na capital. Os três mais recentemente casos foram confirmados em laboratório, ontem, pela Secretária de Saúde do Recife e tinham idades de 46, 68 e 69 anos.",,
https://bit.ly/3JBD4lO,"Com Ômicron rondando e Influenza causando mortes, prefeitura prorroga estado de calamidade em Campo Grande","Prefeitura de Campo Grande prorrogou o prazo do estado de calamidade pública por conta da pandemia da Covid-19 na Capital para o próximo dia 31 de março de 2022, em razão da variante Ômicron e dos casos de mortes pela nova cepa da Influenza (H3N2). O decreto considera a classificação da OMS (Organização Mundial de Saúde) referente a nova variante do coronavírus. Não há casos confirmados em Mato Grosso do Sul, mas estados como São Paulo, Rio Grande do Sul, Goiás e Minas Gerais já tem confirmações. O documento também leva em conta o vírus da influenza. Até a manhã de sexta-feira (31), a Capital tinha 42 casos da doença, mas um novo boletim, divulgado na tarde de ontem mostra que o número saltou para 74.",,
https://bit.ly/3JCLh96,Campo Grande começa 2022 com salto de infecções por H3N2: 74 casos confirmados,"A Sesau (Secretaria Municipal de Saúde), confirma que Campo Grande tem 74 casos confirmados da cepa H3N2. Até a manhã desta sexta-feira (31), a Capital tinha 42 casos da doença, mas um novo boletim, divulgado na tarde de ontem mostra que o número saltou para 74. Campo Grande registra uma morte causada pela cepa. O óbito registrado na cidade foi de um jovem, de 21 anos, que deu entrada no CRS Nova Bahia no dia 20 de dezembro e faleceu no dia 21 de dezembro. O paciente morava em Capital e não apresentava histórico de comorbidades. Além do rapaz, outras duas pessoas já morreram no Estado devido a cepa.",,
https://bit.ly/3FOGYW8,Inundações devastadoras no Nordeste deixam 18 mortos e 47 cidades em estado de emergência,"Autoridades do estado da Bahia anunciaram que pelo menos 18 pessoas morreram e 286 ficaram feridas em enchentes devido às fortes chuvas registradas desde o início de novembro, situação que pode piorar após o rombido duas barragens hoje. Cerca de 4.000 pessoas foram forçadas a sair de suas casas por chuvas torrenciais que desde novembro afetaram 72 cidades em 37 municípios do nordeste do país. O governo baiano estima que o número total de pessoas afetadas seja de cerca de 400 mil.",,
https://bit.ly/32FbKlX,Enchentes matam 24 pessoas na Bahia,"A Defesa Civil da Bahia atualizou hoje (29) os números sobre o impacto das fortes chuvas nos municípios do estado. Até o momento, 37,3 mil pessoas estão desabrigadas (não possuem moradia) e 53,9 mil estão desalojadas (não conseguem acessar suas casas). Foram registradas 24 mortes e 434 feridos. Segundo o governo estadual, 141 municípios foram afetados pelas chuvas. Do total, 132 estão em situação de emergência. 629 mil pessoas foram afetadas de alguma forma pelas inundações.",,
https://bit.ly/3FSACoD,Tempestade de granizo assombra mais de 50 cidades mineiras,"Moradores de mais de 50 cidades mineiras vivem a apreensão de sofrer com tempestade de granizo - e ventos de até 100 km/h - até, pelo menos, o fim da manhã desta quinta-feira (30/12). É o que revela alerta do Instituto Nacional de Meteorologia (Inmet), que possui grau de ""perigo"" e potencial para causar estragos na cidade e em plantações. ""Chuva entre 30 e 60 mm/h ou 50 e 100 mm/dia, ventos intensos (60-100 km/h), e queda de granizo. Risco de corte de energia elétrica, estragos em plantações, queda de árvores e de alagamentos"", diz o comunicado do instituto, que compreende também cidades de São Paulo, Paraná e Mato Grosso do Sul.",,
https://bit.ly/3eIYCif,"Capital registrou 74 casos de gripe em 2021, todos no fim do ano","O ano de 2021 terminou com 74 casos confirmados de gripe, em Campo Grande, de acordo com o último boletim publicado pela Sesau (Secretaria Municipal de Saúde Pública). Todos os registros foram associados ao subtipo H3N2 do vírus influenza A, que tem gerado surtos em várias cidades do País, especialmente a partir de meados de dezembro. Ainda que seja uma das hipóteses para esse crescimento, a cepa Darwin - que é uma das variantes do H3N2 -, não foi confirmada, oficialmente, até o momento, em território sul-mato-grossense.",,
https://bit.ly/3znf6Ww,Flurona: Israel registra primeiro caso de dupla infecção por gripe e covid,"Israel registrou nesta semana um caso raro de infecção pelo vírus da gripe e Covid-19 simultaneamente, uma doença apelidada de ""flurona"" — junção das palavras flu (gripe, em inglês) e corona. Segundo a mídia local, a paciente infectada foi uma jovem grávida, que manifestou apenas sintomas leves. A mulher estava internada no Rabin Medical Center, na cidade de Petah Tikva.",,
https://bit.ly/3eSrvsh,Pesquisadores descobrem na França nova cepa de Covid-19 com 46 mutações,"Sputnik - Segundo uma pesquisa publicada no portal de pré-publicações de artigos científicos MedRxiv, na França foi detectada uma nova cepa de Covid-19 que tem 46 mutações. Acredita-se que a nova variante pode tornar o vírus mais transmissível e resistente a vacinas. A variante do SARS-CoV-2 denominada de B.1.640.2. foi descoberta pela primeira vez por cientistas do Instituto Mediterrâneo de Infecção do Centro Hospitalar Universitário (IHU) em 10 de dezembro de 2021.",,
https://bit.ly/3FUT93C,Governador anuncia decreto de situação de emergência nas 79 cidades em função da seca e estiagem,"O governador Reinaldo Azambuja anunciou nesta segunda-feira (03) que vai decretar situação de emergência nas 79 cidades do Estado, em função da seca e estiagem. O documento será publicado amanhã (04), no Diário Oficial do Estado. A decisão visa ajudar o setor produtivo, que já começa a ter prejuízos em função do volume pequeno de chuvas no Estado.",,
https://bit.ly/3HCmgt6,Mulher de 35 anos é a 4ª vítima fatal por H3N2 em MS,"A SES (Secretaria de Estado de Saúde) confirmou nesta segunda-feira (3), o quarto óbito por H3N2 em Mato Grosso do Sul. Trata-se de uma mulher de 35 anos, residente de Campo Grande. Os primeiros sintomas começaram no dia 29 de dezembro.",,
https://bit.ly/3qMVask,Prefeitura considera que Ômicron tem transmissão comunitária no Rio,"A Secretaria Municipal de Saúde do Rio de Janeiro (SMS) informou nesta segunda-feira (3) que a variante Ômicron do novo coronavírus tem transmissão comunitária na capital fluminense. Isso significa que já não é mais possível rastrear a origem dos casos e associá-la a viajantes, indicando que o vírus já circula entre a população local.",,
https://bit.ly/3EQcfGJ,Casos de gripe H3N2 mais do que dobram em uma semana em Minas Gerais,"A escalada dos casos de gripe segue preocupando as autoridades em terras mineiras. De acordo com a Secretaria de Estado de Saúde de Minas Gerais (SES-MG), os diagnósticos de Influenza A H3N2 aumentaram 107% no período de uma semana no estado - ou seja, mais do que dobraram.",,
https://bit.ly/3EWuHOb,“Flurona”: Brasil tem seis casos confirmados em três estados,"As infecções simultâneas de Covid-19 e gripe, chamadas de “flurona”, foram confirmadas em ao menos seis pacientes brasileiros nesta segunda-feira (3). Há dois casos confirmados no Rio de Janeiro, três em Fortaleza e um em São Paulo. A tendência, segundo os especialistas, é de aumentar os casos de influenza e covid causados pela nova cepa ômicron, que se dissemina em velocidade recorde. Já a epidemia de gripe é causada pela H3N2, subtipo do influenza A conhecido como Darwin.",,
https://bit.ly/32JnF2j,Bahia: 26 pessoas morreram por causa das chuvas,"A Superintendência de Proteção e Defesa Civil da Bahia (Sudec) informou hoje (3) que o número de mortos pelas enchentes no estado subiu para 26. A última morte registrada foi de um homem de 39 anos, que se afogou num povoado do município de Belo Campo. A morte ocorreu no último dia 30 de dezembro, mas só agora foi atualizada pela prefeitura da cidade.",,
https://glo.bo/3pWXduR,"Em Manaus, casos de hanseníase têm alta de 42% em 2021","Manaus registrou 100 casos de hanseníase em 2021, representando uma alta de 42% em relação ao ano anterior, quando foram contabilizados 70 casos da doença. Os dados foram divulgados pela Secretaria Municipal de Saúde (Semsa). Segundo a pasta, o surgimento da pandemia da covid-19, no ano passado, pode ter gerado subnotificações de novos diagnósticos em 2020.",,
https://glo.bo/3r7zUxR,"Média de atendimentos diários por gripe sobe 900% em Vilhena, RO","A média de atendimentos diários por gripe aumentou 900% em Vilhena (RO), após o surto da doença que afetou o estado no último mês de 2021. O recorde de pacientes atendidos foi registrado na véspera de Natal, com 337 pessoas atendidas com sintomas gripais. De acordo com dados da Prefeitura de Vilhena, antes do surto da Influenza eram atendidas cerca de 30 pessoas por dia no município. Atualmente o número subiu para 300.",,
https://bit.ly/3HAOOmz,Informe registra 552 casos de dengue no Paraná e secretaria alerta para o calor e umidade,"O boletim semanal da dengue publicado nesta terça-feira (4) pela Secretaria de Estado da Saúde registra 552 casos confirmados. São 39 casos a mais que o informe anterior. Os dados são do 19º Informe Epidemiológico, do novo período sazonal da doença, que iniciou no dia 1º de agosto e deve seguir até julho de 2022. Até o momento, 291 municípios registraram notificações de dengue, destes 100 municípios confirmaram a doença, sendo que 75 municípios com casos autóctones, ou seja, a dengue foi contraída no município de residência.",,
https://glo.bo/3FWQ1Eu,Tocantins confirma três casos de H3N2 e alerta municípios sobre prevenção da doença,"O Tocantins confirmou três casos de Influenza A (H3N2), segundo a Secretaria Estadual da Saúde. Os infectados são moradores de Palmas: duas pessoas com vínculo familiar, sendo uma delas com histórico de viagem ao estado de São Paulo e o terceiro caso está sob investigação de contato. Por causa das primeiras confirmações, o governo emitiu alerta para que os 139 municípios aumentem as medidas de prevenção e vigilância da doença. O alerta é devido aos casos de surtos que estão ocorrendo em outros estados e que podem ocasionar lotação nas unidades de saúde.",,
https://bit.ly/3zwmb7w,"Com cinco mortes em MS, vacina contra H3N2 já está sendo produzida pelo Butantan","Com cinco mortes em Mato Grosso do Sul e surtos em diversos estados do País pela H3N2, o Instituto Butantan confirmou que está produzindo uma nova vacina contra a gripe que irá conter essa cepa do vírus e o subtipo Darwin. De acordo com o Butantan, os imunizantes serão distribuídos no Sistema Único de Saúde (SUS) já em 2022. A nova vacina contra a influenza será trivalente, composta pelos vírus H1N1, H3N2, do subtipo Darwin, e a cepa B. Segundo o instituto, o imunizante será importante para combater o surto de influenza H3N2 que atinge o Brasil e conter o espalhamento do vírus.",,
https://bit.ly/3zqDCpK,Capital registra mais internações por gripe que por Covid-19,"Campo Grande tem mais pessoas internadas por gripe que por covid-19 nesta terça-feira. Dados da Sesau (Secretaria Municipal de Saúde) mostram 35 pacientes em atendimento contra o novo coronavírus nos hospitais e 49 contra a Influenza. Boletim sobre os casos de gripe na Capital indicam que dos 49 pacientes internados, sete estão em hospitais privados e 42 nos públicos. Em relação à covid-19, entre os 35 que ocupam leitos hospitalares, dez estão em alas clínicas e 25 em UTI (Unidade de Terapia Intensiva).",,
https://bit.ly/3HFWjsB,Saúde investiga mortes por hemorragia de pacientes com síndrome gripal em Cametá,"Na tarde desta terça-feira, 4, uma equipe da Secretaria de Estado de Saúde Pública do Pará (Sespa) participou de uma reunião com representantes da Prefeitura Municipal Cametá, na região do Baixo Amazonas, para falas sobre a ocorrência de mortes por pneumonia e hemorragia de pacientes diagnosticados com síndromegripal. Ao todo, 10 morrtes foram registradas até o momento.",,
https://bit.ly/32UUXv9,"Alagoas tem primeiros casos confirmados de 'Flurona', dupla infecção por Covid-19 e influenza","A Secretaria de Estado da Saúde (Sesau) confirmou que Alagoas já tem casos confirmados da coinfeção pelo vírus da covid-19 e Influenza, o que está sendo chamado de ""Flurona"". Ao final da tarde haverá uma reunião de emergência com o secretário de saúde, Alexandre Ayres, para mais informações sobre os casos notificados. Registros de infecção simultânea já foram feitos no Ceará, Rio Grande do Norte, Mato Grosso do Sul, Rio de Janeiro, São Paulo, Bahia e Mato Grosso e agora em Alagoas.",,
https://bit.ly/3HAD7fC,"Com 32% de exames positivos, testagem de covid no Centro lota na manhã de hoje","A demanda de testes em Campo Grande de pacientes com sintomas ou suspeitas de gripe ou covid-19 tem sido grande nos últimos dias. Na terça-feira, foram 543 exames feitos no centro de testagem no Centro, dos quais 174 deram positivo, cerca de 32%. Na manhã de hoje, o movimento pode ser até maior. Por volta das 7h, centenas de pessoas estavam na unidade em prédio da UCDB (Universidade Católica Dom Bosco), na Rua Barão do Rio Branco, que realiza teste de antígeno, de boa taxa de acerto e que ficam prontos em cerca de 20 minutos.",,
